2024_08_04_20_24_05_350,0.1,0.3128799,1837,2064,5.874409,-19.95682,0.7395206,0.01684716,0.05640334,0.1632219,0.17,-0.01971907,-0.01697526,0.08135597
2024_08_04_20_24_05_389,0.1,0.315383,1851,2081,5.880949,-19.95553,0.7393603,0.01627511,0.05570196,0.16634,0.17,-0.01966019,-0.01705514,0.0823067
2024_08_04_20_24_05_438,0.1,0.320389,1868,2103,5.889254,-19.95396,0.7391493,0.01593423,0.05515525,0.1705488,0.18,-0.00654897,-0.005265107,0.09354015
2024_08_04_20_24_05_470,0.1,0.320389,1881,2120,5.895463,-19.95283,0.7389943,0.01588256,0.05493595,0.1738762,0.18,-0.006833916,-0.004700133,0.09627981
2024_08_04_20_24_05_510,0.1,0.320389,1895,2138,5.902478,-19.95152,0.7388232,0.01582504,0.05470172,0.1776792,0.18,-0.006768822,-0.004309505,0.09854811
2024_08_04_20_24_05_549,0.1,0.320389,1910,2157,5.90955,-19.95019,0.7386524,0.01576698,0.05447102,0.1815589,0.18,-0.006947922,-0.004204988,0.1002644
2024_08_04_20_24_05_587,0.1,0.320389,1924,2175,5.91628,-19.9489,0.7384906,0.01571478,0.05425328,0.1852969,0.19,-0.006901305,-0.004177451,0.1015631
2024_08_04_20_24_05_620,0.1,0.320389,1937,2192,5.922651,-19.94768,0.7383378,0.01566471,0.05404848,0.1888703,0.19,-0.006919972,-0.004147396,0.1024303
2024_08_04_20_24_05_654,0.1,0.320389,1949,2208,5.928655,-19.94648,0.7381915,0.01562796,0.05385099,0.1922626,0.19,0.000307026,-0.009634933,0.1045682
2024_08_04_20_24_05_693,0.1,0.320389,1964,2228,5.93599,-19.94512,0.737716,0.0161313,0.05304286,0.1966052,0.19,0.008092777,-0.01916131,0.1142836
2024_08_04_20_24_05_741,0.1,0.320389,1983,2252,5.945185,-19.94342,0.7371199,0.01679496,0.05204796,0.2020764,0.2,0.008351687,-0.01933729,0.1184686
2024_08_04_20_24_05_774,0.1,0.320389,1998,2271,5.952193,-19.94208,0.7366707,0.0172967,0.05130453,0.2062581,0.2,0.008500661,-0.01961283,0.1205991
2024_08_04_20_24_05_815,0.1,0.3278981,2015,2294,5.960516,-19.94044,0.73614,0.01789271,0.05042928,0.2112622,0.21,0.00855002,-0.01903214,0.1251822
2024_08_04_20_24_05_855,0.1,0.3304012,2032,2316,5.968703,-19.93881,0.7356188,0.0184834,0.04957028,0.2163243,0.21,0.008598123,-0.01906956,0.1273876
2024_08_04_20_24_05_896,0.1,0.3304012,2048,2337,5.976521,-19.93719,0.7351214,0.01904533,0.04874944,0.2211739,0.21,0.00883582,-0.01928327,0.1282719
2024_08_04_20_24_05_930,0.1,0.3304012,2063,2357,5.984159,-19.93559,0.7346351,0.01959607,0.04794604,0.2259229,0.21,0.008449549,-0.01918834,0.1288736
2024_08_04_20_24_05_970,0.1,0.3304012,2080,2379,5.992226,-19.93386,0.7341213,0.02017824,0.04709657,0.230952,0.21,0.008774422,-0.0192519,0.1293984
2024_08_04_20_24_06_009,0.1,0.3304012,2097,2402,6.000507,-19.93203,0.7335939,0.02077851,0.04622369,0.2361292,0.21,0.009037545,-0.01906786,0.1299964
2024_08_04_20_24_06_049,0.1,0.3304012,2113,2423,6.008369,-19.93027,0.7330927,0.0213479,0.04539353,0.2410592,0.21,0.009280098,-0.01932203,0.1301359
2024_08_04_20_24_06_086,0.1,0.3529285,2130,2445,6.016217,-19.92846,0.7325929,0.02193752,0.04456699,0.246205,0.21,0.009571214,-0.01854993,0.1389549
2024_08_04_20_24_06_124,0.1,0.3529285,2146,2467,6.024246,-19.92659,0.7320806,0.0225362,0.04371861,0.2516139,0.21,0.009380184,-0.01859603,0.1391449
2024_08_04_20_24_06_163,0.1,0.3529285,2162,2489,6.032256,-19.92465,0.731569,0.02313595,0.04286899,0.2570254,0.21,0.009358675,-0.01841393,0.1392006
2024_08_04_20_24_06_203,0.1,0.3529285,2178,2510,6.040044,-19.92275,0.7310712,0.02372024,0.04204297,0.2623017,0.21,0.009475024,-0.01859949,0.1392836
2024_08_04_20_24_06_238,0.1,0.3529285,2194,2531,6.047616,-19.92083,0.7305923,0.02429975,0.04124811,0.2674426,0.21,0.0103822,-0.01756505,0.1392876
2024_08_04_20_24_06_274,0.1,0.3729528,2209,2551,6.054757,-19.91901,0.7301503,0.02487925,0.04051789,0.2724574,0.21,0.01071537,-0.01723448,0.1470324
2024_08_04_20_24_06_314,0.1,0.3729528,2226,2574,6.063082,-19.91685,0.7296332,0.02555197,0.03966264,0.2784654,0.21,0.01081639,-0.01725454,0.1468363
2024_08_04_20_24_06_357,0.1,0.3729528,2242,2597,6.071182,-19.91468,0.7291183,0.02622787,0.03880686,0.2843398,0.21,0.01533894,-0.02272451,0.1516836
2024_08_04_20_24_06_395,0.1,0.3729528,2259,2620,6.079611,-19.91253,0.7284471,0.02730113,0.03778446,0.2906425,0.21,0.02677391,-0.01459502,0.1556965
2024_08_04_20_24_06_436,0.1,0.3729528,2276,2644,6.087963,-19.91042,0.7277879,0.02864017,0.03703757,0.2969137,0.22,0.02793639,-0.01387518,0.1582766
2024_08_04_20_24_06_476,0.1,0.392977,2293,2668,6.096596,-19.90818,0.7271106,0.03002448,0.03629259,0.3036132,0.22,0.02368136,-0.009460706,0.1661374
2024_08_04_20_24_06_517,0.1,0.392977,2311,2693,6.105306,-19.90581,0.7264276,0.03121012,0.03572214,0.3104681,0.22,0.02278493,-0.00864765,0.1686866
2024_08_04_20_24_06_559,0.1,0.392977,2328,2718,6.114123,-19.9033,0.7257447,0.03211985,0.03489812,0.317329,0.22,-0.000305995,-0.03014366,0.163437
2024_08_04_20_24_06_598,0.1,0.392977,2345,2741,6.122365,-19.90077,0.7251104,0.03228284,0.03351393,0.3235165,0.22,-0.001985351,-0.03023737,0.1560776
2024_08_04_20_24_06_640,0.1,0.4104984,2363,2766,6.13102,-19.898,0.7244444,0.03243304,0.03204593,0.3299481,0.21,-0.001701412,-0.0297523,0.1545017
2024_08_04_20_24_06_675,0.1,0.4205107,2377,2786,6.138021,-19.89569,0.7239059,0.03253584,0.03083288,0.3353144,0.21,-0.002500534,-0.02945121,0.1509531
2024_08_04_20_24_06_715,0.1,0.4205107,2393,2809,6.145993,-19.89297,0.7232915,0.03263278,0.02944212,0.3412862,0.2,-0.002126001,-0.02861448,0.1425892
2024_08_04_20_24_06_755,0.1,0.4205107,2408,2830,6.15338,-19.89037,0.7227232,0.032718,0.02815394,0.3466498,0.2,-0.002089097,-0.02854804,0.1346814
2024_08_04_20_24_06_796,0.1,0.4255167,2424,2852,6.160957,-19.88763,0.7221423,0.0327979,0.0268339,0.3520129,0.19,-0.001342962,-0.02770803,0.1286289
2024_08_04_20_24_06_838,0.1,0.4305226,2440,2875,6.168533,-19.88483,0.7215629,0.03287193,0.02551954,0.3572226,0.19,-0.001361125,-0.0268746,0.1231917
2024_08_04_20_24_06_879,0.1,0.4355289,2455,2896,6.175742,-19.88208,0.7210144,0.03293052,0.02426491,0.3621723,0.18,-0.001296614,-0.02505277,0.1209598
2024_08_04_20_24_06_915,0.1,0.4580562,2467,2914,6.181914,-19.8797,0.7205451,0.03297792,0.02318569,0.3664126,0.18,-0.001743848,-0.02507451,0.119172
2024_08_04_20_24_06_956,0.1,0.4630623,2479,2934,6.188717,-19.87696,0.7200311,0.03300136,0.02199027,0.3710476,0.17,-0.002293959,-0.02472348,0.1095821
2024_08_04_20_24_06_996,0.1,0.4630623,2490,2954,6.195285,-19.87425,0.7195365,0.03301574,0.02084138,0.375396,0.17,-0.001374937,-0.02346216,0.1035381
2024_08_04_20_24_07_035,0.1,0.4630623,2500,2972,6.201339,-19.87171,0.7190898,0.03303598,0.01979824,0.3793034,0.16,-0.000791467,-0.02208531,0.09982863
2024_08_04_20_24_07_075,0.1,0.4630623,2510,2990,6.207209,-19.86924,0.7186726,0.03311268,0.01880161,0.3830403,0.16,0.001441336,-0.02237855,0.09448136
2024_08_04_20_24_07_124,0.1,0.4855896,2522,3011,6.214201,-19.86629,0.7181762,0.0332975,0.0175191,0.3875011,0.15,0.002863228,-0.0243896,0.09496795
2024_08_04_20_24_07_161,0.1,0.5106201,2530,3027,6.21952,-19.86401,0.717799,0.03349351,0.01645946,0.3910895,0.15,0.004033793,-0.02276258,0.1006866
